Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
314,Gerald Wilkins,SG,23,NYK,80,73,2758,633,1302,0.486,26,74,0.351,607,1228,0.494,0.496,235,335,0.701,120,174,294,354,88,18,214,165,1527
315,Buck Williams,PF,26,NJN,82,82,2976,521,936,0.557,0,1,0,521,935,0.557,0.557,430,588,0.731,322,701,1023,129,78,91,280,315,1472
316,Gus Williams,SG,33,ATL,33,0,481,53,146,0.363,5,18,0.278,48,128,0.375,0.38,27,40,0.675,8,32,40,139,17,5,54,53,138
317,Herb Williams,PF,28,IND,74,67,2526,451,939,0.48,0,9,0,451,930,0.485,0.48,199,269,0.74,143,400,543,174,59,93,145,255,1101
318,Hot Rod Williams,PF,24,CLE,80,80,2714,435,897,0.485,0,1,0,435,896,0.485,0.485,298,400,0.745,222,407,629,154,58,167,139,197,1168
319,John Williams,SF,20,WSB,78,6,1773,283,624,0.454,8,36,0.222,275,588,0.468,0.46,144,223,0.646,130,236,366,191,129,30,122,173,718
320,Kevin Williams,SG,25,SEA,65,0,703,132,296,0.446,0,7,0,132,289,0.457,0.446,55,66,0.833,47,36,83,66,45,8,63,154,319
321,Pete Williams,PF,21,DEN,5,0,10,1,2,0.5,0,0,,1,2,0.5,0.5,0,0,,0,1,1,1,0,0,1,1,2
322,Ray Williams,PG,32,NJN,32,14,800,131,290,0.452,7,28,0.25,124,262,0.473,0.464,49,60,0.817,26,49,75,185,38,9,94,111,318
323,Kevin Willis,PF,24,ATL,81,81,2626,538,1003,0.536,1,4,0.25,537,999,0.538,0.537,227,320,0.709,321,528,849,62,65,61,173,313,1304
324,Michael Wilson,SG-PG,27,TOT,7,0,45,3,10,0.3,0,0,,3,10,0.3,0.3,2,2,1,1,3,4,7,1,0,5,10,8
324,Michael Wilson,SG,27,NJN,5,0,43,3,8,0.375,0,0,,3,8,0.375,0.375,2,2,1,1,3,4,6,1,0,4,9,8
324,Michael Wilson,PG,27,ATL,2,0,2,0,2,0,0,0,,0,2,0,0,0,0,,0,0,0,1,0,0,1,1,0
325,Othell Wilson,PG,25,SAC,53,2,789,82,185,0.443,3,18,0.167,79,167,0.473,0.451,43,54,0.796,28,53,81,207,42,4,77,67,210
326,David Wingate,SG,23,PHI,77,9,1612,259,602,0.43,13,52,0.25,246,550,0.447,0.441,149,201,0.741,70,86,156,155,93,19,128,169,680
327,Randy Wittman,SG,27,ATL,71,65,2049,398,792,0.503,4,12,0.333,394,780,0.505,0.505,100,127,0.787,30,94,124,211,39,16,88,107,900
328,Al Wood,SG,28,DAL,54,0,657,121,310,0.39,7,25,0.28,114,285,0.4,0.402,109,139,0.784,39,55,94,34,19,11,34,83,358
329,Leon Wood,PG,24,NJN,76,7,1733,187,501,0.373,60,200,0.3,127,301,0.422,0.433,123,154,0.799,23,97,120,370,48,3,108,126,557
330,Mike Woodson,SG,28,LAC,74,66,2126,494,1130,0.437,34,123,0.276,460,1007,0.457,0.452,240,290,0.828,68,94,162,196,100,16,168,201,1262
331,Orlando Woolridge,SF,27,NJN,75,53,2638,556,1067,0.521,1,8,0.125,555,1059,0.524,0.522,438,564,0.777,118,249,367,261,54,86,213,243,1551
332,James Worthy*,SF,25,LAL,82,82,2819,651,1207,0.539,0,13,0,651,1194,0.545,0.539,292,389,0.751,158,308,466,226,108,83,168,206,1594
333,Brad Wright,PF,24,NYK,14,0,138,20,46,0.435,0,1,0,20,45,0.444,0.435,12,28,0.429,25,28,53,1,3,6,13,20,52
334,Danny Young,PG,24,SEA,73,26,1482,132,288,0.458,29,79,0.367,103,209,0.493,0.509,59,71,0.831,23,90,113,353,74,3,85,72,352
335,Perry Young,SG,23,TOT,9,0,72,6,21,0.286,0,0,,6,21,0.286,0.286,1,2,0.5,3,5,8,7,5,1,4,14,13
335,Perry Young,SG,23,CHI,5,0,20,2,4,0.5,0,0,,2,4,0.5,0.5,1,2,0.5,0,1,1,0,1,0,1,3,5
335,Perry Young,SG,23,POR,4,0,52,4,17,0.235,0,0,,4,17,0.235,0.235,0,0,,3,4,7,7,4,1,3,11,8
